13,264329,1
69,193701,1
85,266098,1
23,264448,1
96,191193,1
100,190793,1
6,266715,1
53,194911,1
23,192905,1
4,175286,1
50,266293,1
76,248575,1
50,192634,1
76,194017,1
36,265858,1
91,265655,1
93,193282,1
12,194926,1
62,247856,1
58,192755,1
78,264511,1
2,193282,1
59,266589,1
17,264407,1
33,269568,1
1,265254,1
94,183199,1
27,175816,1
27,249506,1
91,268811,1
92,192336,1
2,267195,1
77,267488,1
3,175369,1
20,268031,1
58,191785,1
48,191826,1
93,175979,1
71,193999,1
38,175380,1
94,193598,1
78,264667,1
61,267998,1
4,193620,1
38,194015,1
59,266781,1
57,190783,1
7,191167,1
49,192489,1
69,268988,1
22,264458,1
97,193280,1
93,266359,1
94,193659,1
75,175816,1
7,264489,1
53,267800,1
96,264459,1
69,175814,1
85,264420,1
88,175285,1
29,175435,1
52,265256,1
62,268744,1
1,193619,1
52,175369,1
90,264462,1
33,264373,1
76,196264,1
33,267971,1
40,194987,1
6,269233,1
8,194041,1
11,264445,1
81,264390,1
9,190039,1
74,193137,1
51,268744,1
26,194074,1
37,251387,1
53,175370,1
39,175370,1
83,175294,1
94,264386,1
36,175454,1
67,192844,1
46,176046,1
54,267869,1
9,175413,1
74,268914,1
7,265860,1
73,194913,1
8,191838,1
6,269559,1
11,176049,1
93,186080,1
89,193143,1
84,175376,1
53,193139,1
32,191494,1
15,264522,1
13,264432,1
41,185705,1
39,175378,1
96,264344,1
55,175980,1
38,269558,1
64,267866,1
4,191753,1
23,266237,1
87,191753,1
81,269312,1
54,267314,1
77,192892,1
20,190788,1
55,194895,1
82,191781,1
23,193999,1
20,266686,1
69,268037,1
81,264404,1
56,191819,1
88,175784,1
99,175439,1
86,176281,1
8,193170,1
69,194904,1
28,192706,1
17,267850,1
71,191165,1
69,194017,1
80,267561,1
32,192754,1
58,193598,1
11,175376,1
29,264357,1
20,191779,1
16,176075,1
83,194003,1
83,175456,1
11,176283,1
63,190804,1
72,192907,1
52,193191,1
74,266352,1
98,175340,1
24,266255,1
31,176280,1
85,250466,1
25,268979,1
73,190788,1
44,194897,1
72,267925,1
10,266583,1
73,269450,1
48,266296,1
69,193170,1
62,264351,1
39,191755,1
54,193139,1
14,190392,1
21,190780,1
50,188678,1
52,269023,1
85,191792,1
51,248380,1
93,141458,1
16,267318,1
14,176150,1
15,194583,1
5,191302,1
5,175783,1
36,268002,1
55,192508,1
99,266777,1
91,264508,1
87,194067,1
55,194061,1
34,264449,1
85,269033,1
34,194017,1
2,166691,1
59,266298,1
69,266408,1
61,264432,1
72,183199,1
14,194913,1
92,265271,1
32,264703,1
82,190551,1
31,268744,1
32,191775,1
91,190799,1
44,194589,1
80,191516,1
52,264348,1
92,264374,1
89,268693,1
18,192894,1
84,266669,1
36,265243,1
99,251752,1
90,191327,1
30,266356,1
5,264433,1
42,175413,1
81,268031,1
22,193139,1
80,268695,1
49,264444,1
26,187103,1
90,265573,1
86,191494,1
29,251729,1
51,192905,1
71,191194,1
68,193156,1
45,186125,1
91,266503,1
31,266524,1
19,264390,1
63,267195,1
23,194074,1
72,264347,1
49,269484,1
66,267982,1
19,193595,1
23,175291,1
75,191759,1
86,264379,1
7,269238,1
48,267428,1
19,249412,1
22,176110,1
39,176105,1
43,248406,1
47,266396,1
29,264427,1
67,265046,1
23,195398,1
53,193367,1
79,175412,1
83,175457,1
14,264455,1
74,264384,1
58,190796,1
4,264519,1
58,176104,1
54,249411,1
68,192904,1
44,183199,1
86,192490,1
56,268001,1
18,268400,1
13,268404,1
79,191406,1
2,264390,1
65,190783,1
84,190801,1
53,194908,1
15,191899,1
92,192904,1
26,264418,1
22,195130,1
51,175415,1
27,264423,1
99,175435,1
8,175411,1
66,190800,1
59,192319,1
81,269606,1
90,194897,1
19,269006,1
82,267866,1
87,175873,1
2,192909,1
24,269621,1
68,269621,1
38,193387,1
49,191759,1
55,267133,1
52,171191,1
44,176048,1
43,120163,1
25,266782,1
85,141458,1
35,192548,1
89,193154,1
73,176076,1
59,191899,1
30,192901,1
17,192491,1
63,175284,1
69,248978,1
69,247888,1
89,248380,1
92,194910,1
49,264399,1
48,265256,1
29,193154,1
30,192909,1
95,266780,1
84,192336,1
76,195000,1
73,175455,1
58,175441,1
10,265344,1
84,264412,1
16,192909,1
48,193658,1
49,268001,1
76,194069,1
18,175440,1
32,193596,1
77,194589,1
87,264399,1
7,193281,1
84,191622,1
9,192509,1
38,269238,1
61,264483,1
90,176110,1
10,194063,1
67,191788,1
37,193389,1
34,194026,1
64,264423,1
11,266585,1
4,192321,1
4,251392,1
97,190806,1
50,175339,1
15,269445,1
14,193970,1
54,191501,1
33,264376,1
28,192480,1
21,193391,1
19,264431,1
95,175266,1
42,191753,1
72,175334,1
43,191790,1
61,264491,1
56,182228,1
4,265582,1
76,265494,1
67,268811,1
2,268984,1
37,265340,1
77,176076,1
73,192704,1
100,265340,1
64,192321,1
3,194987,1
22,189068,1
2,269238,1
48,268693,1
75,264422,1
39,265798,1
66,175284,1
69,194007,1
55,191475,1
2,192488,1
32,269845,1
32,191760,1
61,264462,1
28,266182,1
73,264341,1
5,267848,1
35,192445,1
93,247168,1
77,175873,1
11,191273,1
55,269730,1
60,190793,1
87,269730,1
10,175952,1
35,193144,1
58,186080,1
41,175291,1
17,193413,1
92,175417,1
41,264327,1
55,192486,1
35,265271,1
60,175381,1
33,191871,1
60,193926,1
23,268613,1
59,190803,1
29,191393,1
54,268870,1
99,269715,1
93,193999,1
36,266911,1
89,268740,1
7,269303,1
66,175417,1
49,251384,1
48,186694,1
89,267383,1
32,269450,1
38,265498,1
28,175887,1
57,268971,1
5,265816,1
52,186080,1
93,266252,1
17,190550,1
50,268989,1
53,265260,1
53,190804,1
26,264522,1
36,192704,1
36,192705,1
9,266503,1
45,175798,1
49,266172,1
81,175435,1
73,187542,1
35,175293,1
37,192891,1
88,268813,1
11,264667,1
6,175365,1
77,191740,1
11,264519,1
19,194049,1
36,268693,1
30,191273,1
19,194911,1
32,194765,1
72,264331,1
3,175383,1
2,266692,1
8,194010,1
55,175330,1
6,191626,1
22,191164,1
94,190778,1
17,191427,1
58,265789,1
94,266247,1
35,264430,1
48,183199,1
41,194998,1
82,266182,1
5,267479,1
20,192337,1
74,268960,1
33,192912,1
93,191495,1
34,192706,1
81,267036,1
80,264341,1
27,268400,1
39,175376,1
92,265528,1
38,265498,1
47,175343,1
68,190782,1
89,265262,1
83,175373,1
73,268959,1
34,194068,1
75,175267,1
47,269177,1
9,191899,1
80,190517,1
52,264414,1
79,191822,1
53,267479,1
1,267842,1
65,264349,1
45,191494,1
73,176083,1
82,247163,1
87,269621,1
12,172392,1
91,190788,1
44,268591,1
83,190795,1
17,265668,1
45,265340,1
59,194911,1
46,193142,1
20,268811,1
54,266585,1
39,193701,1
48,264390,1
68,264409,1
11,266329,1
66,264493,1
50,191501,1
14,176079,1
42,268000,1
78,269621,1
79,175368,1
49,268807,1
84,264345,1
35,265858,1
77,190795,1
61,194926,1
32,189095,1
46,265660,1
46,267484,1
69,267131,1
27,175340,1
89,187545,1
60,267171,1
7,193143,1
37,269499,1
61,195014,1
10,193281,1
20,193699,1
73,264405,1
27,175366,1
29,193414,1
63,193391,1
83,175417,1
71,264487,1
62,247856,1
25,265987,1
84,191759,1
62,191302,1
68,175332,1
80,266352,1
65,176084,1
38,191796,1
36,264348,1
84,190809,1
96,264803,1
86,264493,1
20,194024,1
35,267982,1
47,265794,1
38,175290,1
43,175482,1
19,192706,1
16,267484,1
72,265658,1
47,194079,1
83,191334,1
83,268979,1
17,267800,1
55,191790,1
7,191794,1
48,188027,1
21,264384,1
29,147911,1
7,175873,1
69,268841,1
51,193281,1
30,269308,1
88,191337,1
16,268740,1
10,192707,1
12,175373,1
67,194073,1
38,176084,1
97,189068,1
79,192486,1
98,264424,1
83,190807,1
37,269303,1
12,268807,1
47,175330,1
92,269346,1
95,267199,1
76,269427,1
83,269558,1
60,268971,1
93,193783,1
8,264347,1
1,193418,1
43,193134,1
65,267199,1
48,194901,1
19,268979,1
3,264364,1
46,194041,1
32,190804,1
30,194806,1
52,267443,1
51,175381,1
43,269723,1
94,268989,1
3,196166,1
91,192489,1
66,175976,1
39,194946,1
20,194048,1
27,186694,1
58,175432,1
7,267384,1
53,264363,1
95,268912,1
48,251756,1
13,187545,1
98,194083,1
1,193214,1
27,193141,1
77,264342,1
45,268400,1
78,194070,1
19,264381,1
54,175382,1
46,189095,1
50,265256,1
19,264490,1
57,265054,1
81,192548,1
11,192907,1
78,193415,1
95,266692,1
18,269233,1
84,268971,1
26,191759,1
20,193972,1
50,265243,1
14,194908,1
46,191336,1
100,183199,1
50,175414,1
53,264491,1
21,193700,1
39,196264,1
94,265652,1
28,266094,1
7,175418,1
96,191515,1
42,175379,1
80,193391,1
63,264374,1
63,266105,1
79,193156,1
48,268988,1
35,265373,1
43,264519,1
35,193155,1
65,266421,1
53,190798,1
78,269026,1
22,176076,1
57,265981,1
52,264449,1
19,265766,1
2,194895,1
20,268939,1
11,266526,1
21,191475,1
12,193191,1
43,193388,1
17,266780,1
91,264376,1
17,175976,1
15,194649,1
51,194992,1
96,193138,1
22,191740,1
34,266781,1
37,268873,1
51,176175,1
2,175798,1
47,268163,1
1,250931,1
1,176151,1
74,176108,1
44,268870,1
60,269261,1
3,264431,1
69,264511,1
44,193141,1
94,269844,1
66,176079,1
40,191827,1
79,191780,1
92,193136,1
11,191751,1
51,265625,1
65,247969,1
78,266101,1
25,183590,1
61,268984,1
42,269833,1
74,267850,1
4,193597,1
96,264444,1
7,193282,1
2,265494,1
25,247888,1
33,269331,1
29,191217,1
97,191515,1
51,176049,1
77,194910,1
10,193156,1
43,175798,1
18,194904,1
7,267845,1
7,176283,1
12,267848,1
57,264519,1
24,268408,1
66,269833,1
11,192522,1
1,188966,1
70,176151,1
68,266660,1
